-0.048071567	-0.058930613	-0.08673376	-0.019960398	0.06621102	0.0028677708	-0.04539862	0.04311139	-0.04659296	-0.0014925654	-0.0023702637	0.06157129	0.070452504	0.09766328	-0.007637813	0.044429906
-0.023022998	-0.081453785	-0.016252024	0.04293961	0.015233831	-0.063957155	-0.12233898	0.0077298125	-0.038954258	-0.06681795	0.016748393	0.08280592	0.024281137	0.07231167	0.00439211	0.025316104
-0.022339655	-0.10561203	-0.035909794	0.1239115	-0.031053226	-0.008811985	-0.030707458	0.015825067	-0.0037628477	0.07223699	-0.012425389	0.010785295	-0.06846911	0.102500886	0.02795061	0.040064696
-0.0856313	-0.0871202	-0.015187187	0.062247746	0.029556138	-0.062408652	-0.047584992	0.048834167	-0.029666713	0.036583558	0.0059499484	0.063462585	-0.020709924	0.022777498	-0.05451458	0.0031413306
-0.0056954017	-0.094053045	0.0120298425	-0.0012165925	0.06421992	-0.021170616	-0.060137663	0.081438065	0.016557008	0.0052785384	-0.023282923	0.065225326	-0.02651363	0.03522172	0.013643338	-0.01760869
0.04872767	-0.1537366	-0.015281284	-0.029537674	0.0629219	-0.050674163	-0.06453733	-0.004165611	-0.0012663623	-0.017591817	-0.057922944	-0.024252085	-0.018421143	0.090625085	-0.061636824	0.019051567
-0.032798488	-0.1395719	-0.10558376	0.123450264	0.032711674	-0.0048115165	-0.18324709	0.119539715	0.016809838	0.0130246775	0.012940854	0.08512619	0.0020754596	0.06639063	0.0020494885	0.018802825
-0.028135454	-0.08751773	-0.03791937	0.07383921	0.0328448	-0.023383377	-0.07433106	0.05220858	-0.018126013	0.029097471	-0.025907226	-0.0471628	0.017286858	0.12063215	-0.011669803	-0.026367046
-0.09135487	-0.06437412	-0.053294774	0.10349321	-0.029305648	0.0142536145	-0.02980175	0.058595393	-0.023909686	0.038363658	0.025127985	0.10003268	0.04937488	0.080251075	0.002709149	-0.052988645
-0.11383995	-0.17253202	-0.014516555	0.113199785	0.0020893263	0.029798547	0.008266923	0.07361122	-0.019262103	-0.032681104	0.04424168	0.07528606	-0.040716473	0.047344573	0.048451424	0.025837364
-0.011834864	-0.084958486	-0.07407025	-0.0653776	0.032653958	-0.014213012	-0.03734347	0.028985823	-0.059549913	0.022551714	0.031198453	0.11540155	-0.027725047	0.1201927	-0.02195921	0.02233404
-0.096126504	-0.11252794	-0.0068924525	0.026115417	-0.00961032	-0.13205467	-0.02156605	0.022483537	0.04333563	-0.016305892	-0.05370839	0.051805727	0.080691285	0.08591735	-0.034222525	0.011673885
0.019055976	-0.1108398	0.03813888	-0.029178979	-0.07207095	-0.010846081	-0.05309272	0.042475086	0.024705335	0.086961895	0.038361643	-0.0985659	0.034493394	0.07490711	0.009984998	0.03093264
-0.007270711	-0.0563863	-0.048658177	0.025837507	0.044676963	-0.034669355	-0.109896995	0.023960477	-0.10038941	-0.0364184	-0.09396251	-0.033785746	-0.027168488	-0.04103755	0.11716744	0.052248105
-0.09723052	-0.0134601	0.0409228	0.031088058	-0.080422446	-0.047629878	0.03530071	0.00030296715	0.05469951	0.061680585	0.079248376	0.004038732	0.0343121	0.073642574	0.03230606	-0.026971567
-0.017690767	-0.02514121	-0.0364422	0.07109806	0.0036254933	-0.11249399	-0.08963573	-0.020390408	-0.06927101	-0.016061762	-0.026867907	0.109159954	-0.018082105	0.09757206	0.045881085	-0.06567767
-0.022503927	0.043349247	-0.085510306	0.0056313784	-0.040520612	-0.06761048	-0.097903684	-0.048772454	0.04488491	-0.004777169	0.0040068054	-0.060863186	-0.019766241	0.17684896	-0.037867732	-0.0060416986
-0.073825344	-0.0023490696	0.00070461596	0.094118595	-0.0565287	-0.10262667	-0.071284615	0.060247164	0.02288702	-0.10449089	-0.07703912	-0.019555084	-0.048664372	0.13188353	0.00855576	-0.022789491
-0.03855849	-0.084981106	0.008610135	-0.04837474	0.061094362	-0.02828255	-0.05976299	0.099674165	0.06412066	0.008715158	-0.059805848	0.052616913	0.027554464	0.041948546	-0.05724164	0.05883331
-0.024618076	-0.039444447	-0.024180723	0.069125734	0.00030702093	-0.025844501	-0.011408264	-0.047295365	0.0074376455	-0.0022964329	-0.03345374	0.02009074	-0.0076109627	-0.040153388	-0.017444767	0.07046291
0.07537239	-0.017198196	-0.071860984	0.015798597	0.03363242	-0.044197015	-0.12904839	-0.14896162	0.029335465	0.10616633	-0.08695947	-0.0073799924	0.011341596	0.09832141	0.0031473606	0.010669959
-0.109210566	0.014311345	-0.058853425	-0.019789696	0.041184593	-0.006189719	-0.11971315	0.080247596	0.035712786	0.052222338	0.03961669	0.06084463	0.023750639	0.06915708	-0.053484913	-0.033564445
-0.1367526	-0.14621308	0.0746494	0.037884977	0.020329682	-0.023962175	0.04801712	-0.048490644	0.0036559412	-0.12372479	0.08728717	0.11143134	-0.038269192	0.15883423	0.0031078276	0.0049392325
-0.007703577	-0.040985543	-0.08401521	-0.036810517	0.05074762	-0.11837711	-0.17859365	0.010538218	-0.01658813	-0.00017953776	-0.055708457	-0.004149416	-0.021428913	-0.052340306	-0.013261626	-0.05091822
-0.036528535	-0.03019167	-0.041002665	-0.0048580505	-0.055444572	-0.09120068	-0.03185758	0.035575327	0.099444926	0.059025075	0.02971471	0.04520466	0.040269475	0.11890612	0.017722452	-0.040244985
0.026659653	-0.042026915	-0.11421207	0.030534912	0.08354187	-0.022732198	0.05901436	-0.038215652	0.0138739105	0.049715623	0.06452006	-0.009555215	-0.008818103	0.07357287	0.013520004	0.012089631
0.011294535	-0.11191755	-0.033585433	0.015179654	0.07265084	-0.021063622	0.09389174	0.012754171	0.06937296	-0.004074279	0.052197184	0.014334074	0.040865347	0.18765311	0.07354142	-0.06761266
